OBJECTID,Incident Name,Incident Type Category,Unique Fire Identifier,Daily Acres,Calculated Acres,Percent Contained,ICS209 Report Date Time,Fire Discovery Date Time,Discovery Acres,Point of Orgin County,Point of Orgin State,Cause,Cause General,Geographic Area Coordination Center,Total Incident Personnel,Incident Mgmt Organization,Mgmt Complexity,Residences Destroyed,Other Structures Destroyed,Injuries,Fatalities,Predominant Fuel Group,Predominant Fuel Model,Primary Fuel Model,Containment Date Time,Control Date Time,Final Acres,Is Valid,Fire Out Date Time,Modified On Date Time,Incident Type Kind,IRWIN ID,Global ID,Days Since Modified On Date,Days Since Fire Discovery Date,x,y
302,LIRI RX FY 2024 EDNA HILL,RX,2024-ALLRP-240100,540,,,,2/21/2024 1:01:20 PM,,DeKalb,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 2:54:51 PM,FI,f43a07b4-304e-4942-8b9b-1b5228cceef2,0a7f4041-a7a6-47da-8a45-a50f0660d5cf,5,11,-85.613889,34.404167
303,Sellers Mountain,WF,2024-OKOKS-240184,250,,100,2/29/2024 8:17:19 PM,2/25/2024 9:15:00 PM,,Cherokee,US-OK,Human,,SACC,3,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,2/29/2024 8:17:19 PM,FI,60e67690-0ccc-422f-8ff5-051c67cdd7da,aee3dce9-47c2-4651-9fe9-fa6183441505,2,6,-95.0041667,35.7197222
304,McKinley,WF,2024-MN1DS-000260,160,,,,2/25/2024 10:10:00 PM,160,Kittson,US-MN,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 3:12:38 PM,FI,7f3b3d09-b9a1-4964-9a8b-45faae9d14e9,352adbb7-6ae5-4b70-afeb-c3c05adc261f,5,6,-96.54713,48.926253
305,Fountain Bluff North NHL RX,RX,2024-ILILS-240078,15,,,,2/26/2024 3:22:00 PM,,Jackson,US-IL,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/29/2024 8:01:28 PM,FI,ba342680-ec7a-4916-b0a5-6ded287ec3b4,2cc20717-d1d6-4db2-acea-f03f00df5e0a,2,5,-89.4962599999999,37.70079
306,4490 Road Fire,WF,2024-OKOKS-240185,126,,100,2/29/2024 8:21:35 PM,2/25/2024 9:30:00 PM,,Sequoyah,US-OK,Human,,SACC,2,Type 4 IC,Type 4 Incident,,1,,,,,Hardwood Litter,,,,1,,2/29/2024 8:21:36 PM,FI,fe2ce70d-7d36-4041-8b2a-55fde4cd1cca,f871a4c4-00e2-4620-82ca-878415459aa0,2,6,-95.0375,35.5188889
307,Bobcat Ridge No.1 Fire,WF,2024-OKOKS-240197,535,,100,3/1/2024 3:41:52 PM,2/25/2024 9:00:00 PM,,Latimer,US-OK,Human,,SACC,6,Type 4 IC,Type 4 Incident,,1,,,,,Timber (Litter and Understory),,,,1,,3/1/2024 3:41:52 PM,FI,96e81ddc-fb6b-4463-844b-f681040f5e40,75fc9d03-005c-47f2-9d83-e5ce6bb6122f,1,6,-95.2052778,34.8438889
308,Holly Springs IU 31-2 RX,RX,2024-MSMNF-000148,351,,,,2/26/2024 3:41:15 PM,,Benton,US-MS,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 9:40:41 PM,FI,9afa969f-d023-4a4a-b00f-359371e623e2,5d469f81-a87c-4710-a7cf-334df70543bb,5,5,-89.3213,34.8516000000001
309,Red Shale C and Grassy Creek RX,RX,2024-ILCOR-240079,179,,,,2/26/2024 4:09:00 PM,,Williamson,US-IL,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 9:42:20 PM,FI,4a01ce0c-27b7-4703-a612-856b829206ed,fa645b46-5a03-4b2a-b916-26ab25bfaeea,5,5,-89.0728329999999,37.6743660000001
310,Rx Shelby 0305,RX,2024-TXTXS-240305,97,,0,,2/26/2024 1:20:00 PM,97,Shelby,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 4:19:03 PM,FI,5feea999-7e89-4151-9122-69c430411538,573ed42d-17b9-4184-a8f5-c50abf1b1f14,5,6,-94.011472,31.6908330000001
311,Rock,WF,2024-WYWYS-240133,150,,100,3/2/2024 6:32:14 PM,2/26/2024 4:08:31 PM,0.1,Crook,US-WY,Undetermined,,RMCC,,Type 5 IC,Type 5 Incident,,,,,,,Short Grass (1 foot),,,,1,,3/2/2024 6:32:14 PM,FI,fe9c3fb8-46f2-49a9-ada9-49f2f39a162f,00e84857-8393-4600-b3b7-37689fa8799d,0,5,-104.8680556,44.7438889000001
312,CON Island,WF,2024-ALALS-240119,73,,,,2/25/2024 9:39:38 PM,1,Covington,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 9:00:20 PM,FI,6183af8d-f630-4f47-a01a-45715905cf2f,afd48b2b-c566-4202-9a25-43f7de6db9ce,3,6,-86.589533,31.067617
313,Smith Chapel Road,WF,2024-GAGAS-052402,112,,100,2/26/2024 4:46:54 PM,2/24/2024 8:30:00 PM,,Johnson,US-GA,Human,,SACC,16,Type 4 IC,Type 4 Incident,,,,,,,Medium Logging Slash,,,,1,,2/26/2024 4:46:54 PM,FI,27d88dd4-7583-44fe-a990-d4912737cc60,bb314909-5f99-46dd-b2f0-e05c57cdc178,5,7,-82.6286110999999,32.5608333000001
314,Nature Fire,WF,2024-OKOKS-240176,3750,,100,2/29/2024 8:06:34 PM,2/25/2024 5:30:00 PM,,Cherokee,US-OK,Human,,SACC,3,Type 4 IC,Type 4 Incident,,,,,,,Hardwood Litter,,,,1,,2/29/2024 8:06:34 PM,FI,c4773e9b-9031-4dbf-a8c2-609c2e963ce3,5f2559cd-a585-452f-b735-62e1137da350,2,6,-94.8655555999999,36.0322222
315,RX River Road West and East,RX,2024-AROUF-000494,1550,,,,2/26/2024 5:08:11 PM,,Scott,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 3:53:22 AM,FI,b4fa2d27-134e-4e1e-96fc-7f1dc32fdf3c,4d737265-90b9-4458-8107-e1c4c9534313,5,5,-93.8998999999999,34.8232
316,Hickory Branch,WF,2024-LALAS-000064,120,,100,2/26/2024 6:59:51 PM,2/24/2024 9:30:00 PM,,Livingston,US-LA,Human,,SACC,7,Type 5 IC,Type 5 Incident,0,0,,,,,Southern Rough,,,,1,,2/26/2024 6:59:52 PM,FI,95a93745-3e6f-470d-a4cc-d991f40375b6,16584bb0-8595-45c7-9908-377ddd26da45,5,7,-90.6558333,30.5469444
317,Slush Bucket Stewardship PU 2356711 RX Piles,RX,2024-WICNF-000010,222,,,,2/9/2024 8:00:25 PM,222,Bayfield,US-WI,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 5:34:45 PM,FI,892c5a37-5f48-4556-9de4-3b890b82aefb,f43884db-2708-4bd8-914a-703df48c2b62,5,22,-91.2773319999999,46.652817
318,Slush Bucket Stewardship PU 13 RX Piles,RX,2024-WICNF-000009,24,,,,2/7/2024 3:51:39 PM,24,Bayfield,US-WI,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 5:35:27 PM,FI,d422d636-4f43-410b-91cb-dbceb63e0595,b7889d96-3512-4392-a654-a2198e52d0e6,5,24,-91.249952,46.6557030000001
319,Bigelow Piles 1 2 3 4 RX,RX,2024-WICNF-000008,181,,,,2/1/2024 4:25:45 PM,181,Bayfield,US-WI,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/27/2024 7:00:04 PM,FI,e0818391-d0c9-4d95-b933-0259979f3a31,fb2daf2e-c434-46fa-b470-922efe34f6ea,4,30,-91.23004,46.653465
320,Domain Rd,WF,2024-LALAS-000061,165.8,,100,2/28/2024 5:40:58 PM,2/24/2024 6:30:00 PM,,Beauregard,US-LA,Human,,SACC,1,Type 5 IC,Type 5 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/28/2024 5:40:58 PM,FI,dffbc7d0-bd7d-4ba6-9d21-4c2a66c9108a,dcc1c60c-322b-4839-96f1-7f10f90c3967,3,7,-93.2483333,30.5141667
321,Rx Nacogdoches 0236,RX,2024-TXTXS-240236,50,,0,,2/24/2024 5:00:00 PM,50,Nacogdoches,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 5:38:34 PM,FI,441ce084-2223-4d06-93fd-77d89dbb286d,dfb10e55-1496-456d-8360-4314f181853a,5,7,-94.62784261,31.7818247500001
322,Rx Jasper 0234,RX,2024-TXTXS-240235,40,,0,,2/24/2024 5:00:00 PM,40,Jasper,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 5:39:09 PM,FI,661d9e94-60db-4912-9ba7-0acea6b17c56,00d07824-fe0f-4148-b0a4-9ddf535cd03f,5,7,-94.06348,30.85569
323,Spikes Rd,WF,2024-LALAS-000065,172,,100,2/26/2024 5:52:55 PM,2/25/2024 3:30:00 AM,,Beauregard,US-LA,Undetermined,,SACC,5,Type 5 IC,Type 4 Incident,0,0,,,,,Southern Rough,,,,1,,2/26/2024 5:52:56 PM,FI,ad6097b5-6109-4118-aa92-df83b36678d1,95d886b5-c66c-43c0-aab3-e8ca8d3b8b4f,5,7,-93.6730555999999,30.5669444000001
324,Bobby Lane,WF,2024-LALAS-000060,126,,100,2/26/2024 6:09:57 PM,2/23/2024 8:15:00 PM,,St. Helena,US-LA,Undetermined,,SACC,14,Type 4 IC,Type 4 Incident,0,0,,,,,Southern Rough,,,,1,,2/26/2024 6:09:58 PM,FI,5fb3c435-4ce5-4b3b-8e50-43ee32413005,db2695e5-2dfb-48ce-a814-7ee23bf8d837,5,8,-90.8086111,30.905
325,OSF CPT 101 Rx 0226,RX,2024-FLFNF-000679,575,,,,2/26/2024 1:13:41 PM,,Columbia,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 7:05:59 PM,FI,96a444f1-6d95-4b5e-b058-eb24d0041707,cd483f6a-b5be-40ee-a2a7-81fd3bfd409d,5,6,-82.583367,30.2095830000001
326,Camp Shelby Range 46,WF,2024-MSMNF-000134,100,,,,2/24/2024 9:59:56 PM,1,Forrest,US-MS,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 7:27:02 PM,FI,da4e61a7-f876-451d-927e-6988de01a169,95fb5d27-7fdd-4659-954c-312060712cf3,5,7,-89.161033,31.116
327,Rock,WF,2024-WYCRX-240133,214,,100,2/27/2024 6:34:04 PM,2/25/2024 10:00:00 PM,,Crook,US-WY,Human,,RMCC,27,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/27/2024 6:34:04 PM,FI,0c8a92c1-09d8-42a4-afcb-57c023d102a5,b8e7bf89-5c79-4a2b-a3c2-3ddf60164ad0,4,6,-104.8677778,44.7436111000001
328,Hwy 16,WF,2024-WYCRX-240138,1246,,100,2/27/2024 5:55:38 PM,2/25/2024 8:45:00 PM,,Crook,US-WY,Undetermined,,RMCC,51,Type 4 IC,Type 4 Incident,,,,,,,Tall Grass (2.5 feet),,,,1,,2/27/2024 5:55:39 PM,FI,ce205db9-d19c-4891-967f-2374497688ce,8be6c9a8-edea-4a6d-b17d-31bac937d2b6,4,6,-104.9233333,44.2522222000001
329,Range 153,WF,2024-COFCQ-000145,2672,,0,2/27/2024 3:47:15 PM,2/25/2024 8:22:00 PM,0.1,El Paso,US-CO,Human,,RMCC,13,Type 4 IC,Type 4 Incident,,,,,,,Short Grass (1 foot),,,,1,,2/27/2024 3:48:03 PM,FI,92881be7-4455-4d49-84fc-9d4ef1e0f596,72153c3b-b806-4a6d-8971-3c5e0f29c556,4,6,-104.797,38.542
330,North 4240 Road Fire,WF,2024-OKOKS-240191,215,,100,3/1/2024 12:51:11 AM,2/26/2024 1:15:00 AM,,Choctaw,US-OK,Human,,SACC,4,Type 5 IC,Type 5 Incident,,,,,,,Timber (Litter and Understory),,,,1,,3/1/2024 12:51:11 AM,FI,11a8f261-902a-4101-acff-d53d50901eb7,db35cdd4-20a4-4226-9b72-6e4cc27a022f,2,6,-95.4866666999999,34.1388889
331,TAL School House B RX,RX,2024-ALALF-240120,494,,,,2/26/2024 1:12:00 PM,1,Clay,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 3:13:30 AM,FI,57e64393-7a55-4458-a4f6-c91238902e08,67516891-ebb2-476e-a306-9580f650a478,5,6,-86.1059999999999,33.1508000000001
332,TSK Comp 11 RX,RX,2024-ALALF-240123,236,,,,2/26/2024 3:58:08 PM,1,Macon,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 10:35:09 PM,FI,0d640297-a074-4b2a-8526-82f8d6abf701,034c05f9-aa02-411c-9b4c-0d11371a62a6,5,5,-85.601435,32.471659
333,SCK IRON CITY D RX,RX,2024-ALALF-240122,613,,,,2/26/2024 2:58:41 PM,613,Cleburne,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 8:55:24 PM,FI,03851cf0-6c69-458f-9bcc-9a6a611a3b15,11bba783-ef8c-49bd-ad49-836847eb6fcc,5,5,-85.6328,33.6566
334,Oak Compartment 127 RX,RX,2024-ALALF-240121,1115,,,,2/26/2024 2:41:23 PM,1,Chilton,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 1:21:54 AM,FI,7bc20fea-dbee-4bf9-9579-3f34f06a62fe,e004d38f-1233-4b58-a5bf-d4d87d6b4ffa,5,5,-86.973352,32.780022
335,SEA SC3 Andre Jumpers Pasture Rx 0226,RX,2024-FLSEA-000681,90,,,,2/26/2024 1:18:38 PM,,Hendry,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 9:01:33 PM,FI,000db401-b20c-4f42-a15b-4d10cbba2699,62d8fa70-a77a-4999-9b62-b1efdf3b977f,5,6,-80.89,26.2763890000001
336,2445 St Anne Rd,WF,2024-MSMSS-012146,135,,100,2/26/2024 9:10:36 PM,2/25/2024 9:15:00 PM,,Leake,US-MS,Undetermined,,SACC,2,Type 5 IC,Type 5 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/26/2024 9:10:36 PM,FI,37897376-1277-4a82-9fef-32c32abfec0c,9889177a-8ae8-48c1-aadc-d9ee16d9caf5,5,6,-89.6602778,32.7858333
337,467 Moody Wallace Rd,WF,2024-MSMSS-012230,140,,100,2/26/2024 9:22:14 PM,2/25/2024 9:30:00 PM,,Simpson,US-MS,Human,,SACC,12,Type 3 IC,Type 3 Incident,,,,,,,Southern Rough,,,,1,,2/26/2024 9:22:14 PM,FI,b1c40347-3df5-42a0-b472-b241086817cb,44371a92-58ea-4942-ac09-5dcd7a6ee338,5,6,-89.835,32.0158333000001
338,2 Tree - Powder River,WF,2024-MTLG09-000028,134,,,,2/26/2024 9:16:12 PM,100,Powder River,US-MT,Human,,NRCC,,,,,,,,,,,,,,1,,2/27/2024 3:12:41 PM,FI,430fb3c3-3881-4449-aa79-5dd623314942,cc7f1bc9-accb-40af-b516-ceba63486a21,4,5,-105.680767,45.4955
339,Greene- Coyote Dr.,WF,2024-MSMSS-012127,21,,100,2/26/2024 9:53:41 PM,2/25/2024 5:45:00 PM,,Greene,US-MS,Undetermined,,SACC,2,Type 5 IC,Type 5 Incident,,2,,,,,Southern Rough,,,,1,,2/26/2024 9:53:41 PM,FI,23276564-236f-495d-b53c-a45107e8db72,bccb48a6-1456-42b8-859f-91919a18f1db,5,6,-88.4994444,31.0030556
340,1363 Mitchell Road,WF,2024-MSMSS-012074,25,,100,3/3/2024 5:35:39 AM,2/24/2024 6:45:00 PM,,Choctaw,US-MS,Human,,SACC,2,Type 5 IC,Type 5 Incident,,1,,,,,Timber (Grass and Understory),,,,1,,3/3/2024 5:35:39 AM,FI,96243c6c-8508-4722-aa9a-94c194b362c1,7a67e0d0-354a-4789-ab46-6515de929a53,0,7,-89.3733333,33.3961111
341,Betty's Way,WF,2024-NENES-240137,69810,,98,3/2/2024 6:37:26 PM,2/26/2024 4:00:00 PM,0.1,Lincoln,US-NE,Undetermined,,RMCC,32,Type 4 IC,Type 3 Incident,3,6,,,,,Timber (Grass and Understory),,,,1,,3/2/2024 6:37:26 PM,FI,56d6ead8-785e-402e-93bd-6bae07b93e4a,13a22535-f2dc-4885-a929-f1fb4214b6d6,0,5,-100.4458333,41.3430556000001
342,Amite - Busy Corner Rd & Mt Pleasant Rd,WF,2024-MSMSS-012167,130,,100,2/26/2024 9:46:43 PM,2/25/2024 8:15:00 PM,,Amite,US-MS,Human,,SACC,2,Type 5 IC,Type 5 Incident,,,,,,,Southern Rough,,,,1,,2/26/2024 9:46:44 PM,FI,99670623-178d-46f6-bbca-69bcec897f7d,9df28a07-e676-4608-b6ef-f496628de8af,5,6,-90.8575,31.2655556
343,Texas Flat Rd HWY 603,WF,2024-MSMSS-012101,135,,100,2/26/2024 9:54:36 PM,2/24/2024 10:00:00 PM,,Hancock,US-MS,Human,,SACC,2,Type 3 IC,Type 3 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/26/2024 9:54:36 PM,FI,14df0845-bd9c-4e8d-b9f3-0c4bedd26d1c,5052b406-81ef-4c68-93ab-ad801108449f,5,7,-89.4733333,30.3875
344,Hancock - Bayou La Croix,WF,2024-MSMSS-012181,356,,100,2/26/2024 10:07:09 PM,2/25/2024 8:30:00 PM,,Hancock,US-MS,Human,,SACC,3,Type 5 IC,Type 5 Incident,,,,,,,Southern Rough,,,,1,,2/26/2024 10:07:10 PM,FI,f75d48f2-1f20-474e-8f0b-e13748bc84dc,e1069205-0a93-45a1-afc8-77e0d33c7039,5,6,-89.4816666999999,30.3080556
345,MA North Stinnett,WF,2024-TXLAP-000126,3000,,,,2/26/2024 7:01:58 PM,3000,Hutchinson,US-TX,Human,,SACC,,,,,,,,,,,,,,1,,2/26/2024 10:13:19 PM,FI,e32c3f55-698d-4c4d-ac08-60e2d22f8e19,f61e0ad8-8046-443f-b8b7-9059a8cf9d3b,5,5,-101.442716,35.8563040000001
346,2549 East Lincoln DR,WF,2024-MSMSS-012081,2000,,100,2/26/2024 10:15:07 PM,2/24/2024 5:00:00 PM,,Lincoln,US-MS,Human,,SACC,2,Type 3 IC,Type 3 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/26/2024 10:15:08 PM,FI,01823bb6-9ec8-44a6-a3b9-0bc16916a8a4,98b1baa6-5a1b-4af8-8605-4e59d2bd03cb,5,7,-90.3394444,31.5016667
347,Claiborne - 2100 Midway Rd,WF,2024-MSMSS-012197,135,,100,2/26/2024 10:19:43 PM,2/25/2024 9:30:00 PM,,Claiborne,US-MS,Human,,SACC,2,Type 5 IC,Type 5 Incident,,,,,,,Southern Rough,,,,1,,2/26/2024 10:19:43 PM,FI,55b4e640-a496-412e-9801-584c1677b1d5,5cc68671-f9b1-4344-a14b-ccad16bc5208,5,6,-90.7855556,32.0844444000001
348,Marsh Fire,WF,2024-OKOKS-240199,603,,100,3/1/2024 12:26:01 AM,2/25/2024 7:00:00 PM,,Dewey,US-OK,Human,,SACC,4,Type 5 IC,Type 5 Incident,1,,,,,,Tall Grass (2.5 feet),,,,1,,3/1/2024 12:26:01 AM,FI,c728d359-767b-4b5f-87a6-be5f29b831b6,22ea2373-7613-43c0-b636-34747c14e075,2,6,-98.7944444,35.8533333
349,1395 Hurst Lane,WF,2024-MSMSS-012172,235,,100,2/26/2024 10:47:53 PM,2/24/2024 9:15:00 PM,,Amite,US-MS,Human,,SACC,6,Type 3 IC,Type 3 Incident,,,,,,,Southern Rough,,,,1,,2/26/2024 10:47:53 PM,FI,60eecb3d-75bb-49a9-bc61-af0655f9a3dc,d41b7212-d694-449b-ad2b-977b23652a22,5,7,-90.8469444,31.0163889
350,Greene - 2042 Allen Road,WF,2024-MSMSS-012200,262,,100,2/26/2024 10:51:22 PM,2/25/2024 6:00:00 PM,,Greene,US-MS,Human,,SACC,4,Type 5 IC,Type 5 Incident,,,,,,,Southern Rough,,,,1,,2/26/2024 10:51:23 PM,FI,91fa7396-a523-4a36-91c9-e38f87352f5b,c736d56d-1fc1-4b5b-a973-ee3c620955ab,5,6,-88.6066666999999,31.0355556000001
351,MOON LIGHT,WF,2024-OKOSA-000504,430,,,,2/24/2024 8:35:00 PM,430,Osage,US-OK,Human,,SACC,,,,,,,,,,,,,,1,,2/26/2024 11:02:59 PM,FI,e3eec7fb-91ca-4be6-b18a-d7e157bc8736,87c1d76d-1e9c-4f4b-a54c-0ef6514a4914,5,7,-96.1920919999999,36.466842
352,QUAPAW CREEK,WF,2024-OKOSA-000505,460,,,,2/24/2024 5:00:00 PM,460,Osage,US-OK,Human,,SACC,,,,,,,,,,,,,,1,,2/26/2024 11:08:23 PM,FI,d157dddf-4999-4e71-8490-4661ee453514,9e8005e6-1ac4-456e-89d5-8d9885b8d903,5,7,-96.039406,36.402856
353,Hoedown Rd and Honeyfork Rd,WF,2024-MSMSS-012022,34,,100,2/26/2024 11:23:09 PM,2/23/2024 10:00:00 PM,,Pontotoc,US-MS,Human,,SACC,1,Type 3 IC,Type 3 Incident,,,,,,,Southern Rough,,,,1,,2/26/2024 11:23:09 PM,FI,6e94d63d-1552-4cea-8587-8231e5a43f31,4bfb0826-810e-4d77-a2ed-0635f7ea3650,5,8,-89.2436111,34.1772222000001
354,SEA CW 17 Rx 0226,RX,2024-FLSEA-000685,78,,,,2/26/2024 3:52:46 PM,,Glades,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 11:42:55 PM,FI,da533d9c-ec73-49ad-ad72-2c8f21a9fc6c,c28ae5f7-3a14-4cfa-b24d-c1f19e58f922,5,5,-81.1069439999999,27.0844440000001
355,SEA CW 15 Rx 0226,RX,2024-FLSEA-000684,191,,,,2/26/2024 3:50:55 PM,,Glades,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 11:42:58 PM,FI,1bfe773a-58a8-44b8-bca9-e16459a69f32,089898f6-2222-4bf2-87c1-6e95cf6a107a,5,5,-81.1069439999999,27.0844440000001
356,Muddy Boot,WF,2024-MN3XS-000289,50,,,,2/26/2024 9:30:00 PM,50,Goodhue,US-MN,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 11:46:07 PM,FI,a538ff00-b7a7-4215-b3b1-82dbf3d4877c,79c778c4-c8c4-4773-88ca-977eadd09ac7,5,5,-92.392408,44.525476
357,Admiral Road,WF,2024-SDSDS-240139,5.6,,,,2/26/2024 10:51:00 PM,0.1,Fall River,US-SD,Human,,RMCC,,,,,,,,,,,,,,1,,3/1/2024 4:22:51 PM,FI,8516b4ee-8966-48e7-bc32-225b153d1cc5,3ce16dda-1f25-4436-8d04-7335f51204b3,1,5,-103.430667,43.2853000000001
358,Old Augusta Rd  Lum Lott Rd,WF,2024-MSMSS-011994,130,,100,2/26/2024 11:59:12 PM,2/22/2024 10:45:00 PM,,Perry,US-MS,Human,,SACC,10,Type 3 IC,Type 3 Incident,,,,,,,Southern Rough,,,,1,,2/26/2024 11:59:12 PM,FI,1d90a028-543e-4e89-9459-940a155fb772,44ccd9a0-0a1f-4ce8-9192-4c51fb1fc986,5,9,-89.0052778,31.2502778
359,CMPT 270,WF,2024-MSMNF-000151,230,,,,2/24/2024 9:58:00 PM,1,Smith,US-MS,Human,,SACC,,,,,,,,,,,,,,1,,2/28/2024 5:49:15 PM,FI,ae68e689-5e65-4bc7-8d93-71007d368b93,e1539fa8-eba7-4be4-929f-3e7a02fe9fc8,3,7,-89.5783,32.1068000000001
360,Smokehouse Creek,WF,2024-TXTXS-240317,1075547,144206.4602,0,3/3/2024 1:02:12 AM,2/26/2024 8:16:05 PM,500000,Hutchinson,US-TX,Human,Power generation/transmission/distribution,SACC,181,Type 3 IC,Type 3 Incident,0,0,,1,,,Short Grass (1 foot),,,,1,,3/3/2024 1:02:12 AM,FI,4a55159b-d06f-4574-a689-cc4cdccdc097,de20beff-2bcd-4d54-b096-57b0433d4a97,0,5,-101.4330556,35.8483333
361,Oasis,WF,2024-MN3SS-000272,10,,,,2/26/2024 6:12:24 PM,10,Chisago,US-MN,Human,,EACC,,,,,,,,,,,,,,1,,2/29/2024 8:20:43 PM,FI,81ec8c43-5b23-4458-8472-1aba8eb26498,6fdd7cc7-e9dd-47d6-895a-28b55fa9c5c7,2,5,-92.8391119999999,45.5065090000001
362,Windy Deuce,WF,2024-TXTXS-240324,144206,144206.4602,20,3/3/2024 1:01:22 AM,2/27/2024 12:23:16 AM,8000,Moore,US-TX,Undetermined,,SACC,209,Type 3 IC,Type 4 Incident,0,0,0,0,,,Short Grass (1 foot),,,,1,,3/3/2024 2:06:02 AM,FI,b972cffd-155a-421e-b86b-969af75e1880,09219166-18dd-4f32-92bb-10cea5ed753b,0,5,-101.8511111,35.6311111000001
363,Grape Vine Creek,WF,2024-TXTXS-240319,34882,,60,3/3/2024 1:00:03 AM,2/26/2024 9:10:24 PM,30000,Gray,US-TX,Human,Power generation/transmission/distribution,SACC,28,Type 4 IC,Type 4 Incident,0,1,,,,,Short Grass (1 foot),,,,1,,3/3/2024 1:00:05 AM,FI,86fb9bb3-55fd-4a0e-8712-b66259f747ab,8f40fb3f-6950-486b-98f9-0906807d65ba,0,5,-100.8244444,35.4597222
364,OAK COMP 146 RX,RX,2024-ALALF-240114,1644,,,,2/25/2024 2:22:11 PM,1,Chilton,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 3:16:51 AM,FI,58f22414-0f11-4931-83b0-35b9f6ed9301,35fa4ece-1886-4722-929d-c6e63f004a1c,5,6,-86.973352,32.780022
365,Bear Pen RX,RX,2024-MOMTF-000109,2463,,,,2/26/2024 1:39:00 PM,2463,Carter,US-MO,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/29/2024 8:42:14 PM,FI,5d556aa6-a989-46d4-9dfb-ccf9264841bb,41b1b75c-6ff7-41c1-8705-0adaed0ac2d0,2,6,-91.175783,36.8685830000001
366,Sand Creek Fire,WF,2024-OKOKS-240205,2304,,100,3/1/2024 12:40:47 AM,2/26/2024 6:39:00 PM,,Harper,US-OK,Human,,SACC,4,Type 5 IC,Type 5 Incident,,,,,,,Tall Grass (2.5 feet),,,,1,,3/1/2024 12:40:47 AM,FI,e167d8b3-32b6-4448-83d7-7b19a6eeda84,53799b72-7de5-4da4-8123-6033136a426d,2,5,-99.6238888999999,36.6538889
367,Copenhaver Fire,WF,2024-OKOKS-240224,500,,100,3/1/2024 12:29:56 AM,2/26/2024 7:41:00 PM,,Woods,US-OK,Human,,SACC,4,Type 5 IC,Type 5 Incident,,2,1,,,,Short Grass (1 foot),,,,1,,3/1/2024 12:29:56 AM,FI,7c4e2a4c-2d5f-42e7-ae12-b361437e558f,ac325c7f-e902-41be-8947-88cfbbd3ccf6,2,5,-98.5677778,36.5038889
368,Studebaker Fire,WF,2024-OKOKS-240217,187,,100,3/1/2024 4:12:43 PM,2/26/2024 10:45:00 PM,,Latimer,US-OK,Human,,SACC,4,Type 4 IC,Type 4 Incident,,,,,,,Timber (Grass and Understory),,,,1,,3/1/2024 4:12:43 PM,FI,b68e9597-fb8e-461e-9376-ca1b24040ba2,a248e1e5-d3d6-49de-8d6c-eadb7ce71eb7,1,5,-95.2397222,34.7300000000001
369,1169 SCR 558 Homewood,WF,2024-MSMSS-012008,240,,100,2/27/2024 9:08:56 AM,2/22/2024 5:15:00 PM,,Smith,US-MS,Human,,SACC,6,Type 5 IC,Type 5 Incident,,,,,,,Southern Rough,,,,1,,2/27/2024 9:08:56 AM,FI,ccb25527-2a45-4fd2-a828-f8cff173381a,a5b2e544-c34e-4789-bbf4-5fe2462c6cc4,5,9,-89.5852778,32.1991667
